Chrom	Midpoint	Scan1	Scan2	Scan3
2	2009	2.374190629	6.3052	1.6280736
2	2010	2.345457014	7.9534	1.587038078
2	2011	2.872617102	4.6784	0.92955575
2	2012	0.81093313	4.6583	1.633419027
2	2013	1.19398569	2.8671	0.775766534
2	2014	2.148681146	0.9435	1.124936928
2	2015	2.99557703	0	2.020730651
2	2016	1.141217804	0	0.739562358
2	2017	2.221506989	0	2.338355502
2	2018	2.357842415	0.371	0.512606983
2	2019	2.920491245	0.0208	2.066664562
2	2020	1.610501459	0	2.263354698
2	2021	0.127440979	0	0.326108604
2	2022	1.619864108	1.5862	2.81418852
2	2023	0.102203126	0.5035	0.816168724
2	2024	0.74810563	0	1.988665307
2	2025	1.002649823	7.7203	0.783300995
2	2026	1.334346719	1.00E-04	2.383649134
2	2027	2.366583891	0.2198	0.848038224
2	2028	0.063307726	0.0337	1.724639597
2	2029	2.044822116	0	1.773159443
2	2030	1.202838705	0	1.768693011
2	2031	1.985741449	0.0152	0.358441724
2	2032	2.800092303	0.4359	2.411678002
2	2033	0.554513289	0.4396	2.577946194
2	2034	0.22719384	0.3715	2.086519664
2	2035	1.862319631	1.4183	2.747006179
2	2036	0.397516795	1.8369	0.847695353
2	2037	1.881032462	0	2.577343464
2	2038	0.959626338	0	2.989613806
2	2039	1.632178957	0	2.497376542
2	2040	1.092162123	0.2198	1.802346546
2	2041	0.118316604	0.4328	0.045367819
2	2042	1.587186407	0.9203	1.835369511
2	2043	2.303612265	0	2.813997754
2	2044	0.27028806	0	1.676916289
2	2045	1.186418637	0	0.175571843
2	2046	1.785974864	0.0389	0.819146862
2	2047	1.469873303	0.8641	2.644206971
2	2048	1.02241107	1.3884	1.803584395
2	2049	1.072469759	5.00E-04	0.892901888
2	2050	2.060062055	0	1.651146132
2	2051	0.031404978	0	2.664292161
2	2052	1.63923525	0	1.477074567
2	2053	0.104398059	0	2.384303145
2	2054	0.378786902	0	1.61114783
2	2055	0.308020341	0	0.422702801
2	2056	2.595665204	0	0.613607491
2	2057	2.482026881	0	2.096037878
2	2058	0.958682965	0	2.506004322
2	2059	0.662559491	0	0.784266348
2	2060	0.627024298	0	1.723367408
2	2061	1.967534426	0	2.669856573
2	2062	0.59331923	0	1.146788699
2	2063	2.643135449	0	1.659275213
2	2064	1.311617448	0	0.567061031
2	2065	1.489164217	0.2631	1.490811215
2	2066	2.198094411	0.0049	1.535088802
2	2067	0.149682333	0.0757	1.999669334
2	2068	2.830844706	0.2631	0.35520991
2	2069	1.249343867	0	0.347003011
2	2070	2.611863973	0.466	2.03087633
2	2071	1.275540759	0	0.090451997
2	2072	1.714363363	0	0.185607023
2	2073	1.461993572	0	1.136779926
2	2074	0.35912051	0	0.68049394
2	2075	2.656977596	0	0.247083726
2	2076	0.492094167	0	1.460135606
2	2077	0.265488873	0	2.336016963
2	2078	2.745296452	0	0.48858498
2	2079	2.548731096	0	1.915141296
2	2080	1.632462529	0.1596	0.204807127
2	2081	2.506023165	0	0.737188294
2	2082	0.420816241	0	2.636141743
2	2083	1.897526757	0	0.38309732
2	2084	1.920598641	0	2.719339764
2	2085	2.993469511	0	0.817973387
2	2086	0.909933163	0	0.794806996
2	2087	1.866654046	0.1693	0.193343666
2	2088	1.044540184	0.2219	0.042131318
2	2089	0.805185663	0.5208	1.765972824
2	2090	1.520243163	1.4122	0.946895094
2	2091	1.469979658	1.3617	2.865096405
2	2092	2.284698164	1.1066	1.160594433
2	2093	1.491400631	1.1105	2.178779929
2	2094	0.524686584	1.4593	2.634976634
2	2095	0.513133021	2.001	0.488249448
2	2096	2.113868811	2.4101	1.940546502
2	2097	0.533605257	2.2682	1.983723248
2	2098	2.496303911	1.7524	1.331118976
2	2099	1.929712658	1.2442	0.917125056
2	2100	0.527475121	0.6881	2.808302478
2	2101	0.359862647	0.1765	2.732475129
2	2102	1.880440727	0.2603	1.169873016
2	2103	2.754086551	0.4232	1.515610672
2	2104	2.77179517	0.6526	0.056279858
2	2105	2.60790957	0.0618	0.511609418
2	2106	1.118692131	0.135	2.412305704
2	2107	1.958778049	0.0947	1.034529818
2	2108	2.428907215	0.066	2.016029944
2	2109	1.802235527	0.7499	1.698253837
2	2110	1.605822477	0.2631	1.998617441
2	2111	0.181221532	0.0862	1.984191383
2	2112	2.920928668	0.0567	0.40040106
2	2113	2.391398903	0.8662	0.763601597
2	2114	0.341413207	1.146	0.973477729
2	2115	1.797052707	0.6197	1.130998428
2	2116	0.553929282	0.9571	0.007347575
2	2117	1.461097425	0	2.443634555
2	2118	2.783060355	1.00E-04	2.552584861
2	2119	2.554461459	0	0.381341188
2	2120	2.181324589	0.3021	0.777231254
2	2121	2.537211122	0.2744	2.065546782
2	2122	0.128650495	0.4655	2.484756334
2	2123	2.721257478	0.2159	0.394930386
2	2124	1.581025026	0.0236	2.730176772
2	2125	2.923817382	0.1483	2.5123958
2	2126	2.738896246	0.2636	0.501686973
2	2127	1.929829716	0.2631	0.616644546
2	2128	0.180877153	0.3	0.11980049
2	2129	2.142536717	0.0905	2.645571821
2	2130	1.925105526	0.0712	0.147501509
2	2131	2.267695934	0.5413	2.387737008
2	2132	2.549699183	0.0529	1.914677848
2	2133	0.555938384	0.0645	2.60554162
2	2134	1.744620496	0.1294	0.953483143
2	2135	2.800795569	0.1666	2.630361116
2	2136	1.044236369	0.3073	0.026448884
2	2137	1.645026302	0.4139	1.292045702
2	2138	1.071024686	1.0925	1.23680632
2	2139	2.730999495	0	2.029183567
2	2140	0.315273358	0	0.456648968
2	2141	0.914941442	0	2.010938038
2	2142	0.24620804	0.9686	0.261103179
2	2143	2.885630257	0.4623	1.46720094
2	2144	2.164091917	0.7944	0.899820708
2	2145	1.184271523	0.4699	1.114495564
2	2146	0.635927284	0.324	2.324955395
2	2147	0.400398893	0	2.709030482
2	2148	0.427543414	0	2.603859948
2	2149	0.11359918	0	2.500187652
2	2150	2.929775937	0.0407	1.236751385
2	2151	1.879890845	0.2869	1.446995303
2	2152	1.541517486	0.2973	0.365117473
2	2153	2.041085036	0.6156	0.035173038
2	2154	0.348501228	0.4699	0.210259809
2	2155	1.490774063	0.1079	2.782550676
2	2156	1.458624885	0.4701	2.528322892
2	2157	0.202105771	0.4313	0.983518934
2	2158	1.875713167	0.2328	0.007601925
2	2159	2.966962064	0	1.208510402
2	2160	1.421158202	0	1.313262754
2	2161	1.589681191	0	1.422431737
2	2162	0.344190333	1.0744	2.587744044
2	2163	2.288608606	0.3394	2.100814092
2	2164	2.467160915	0.1027	0.482985144
2	2165	1.228455042	0.455	2.076581056
2	2166	2.070671036	0.7029	2.348831028
2	2167	0.85789677	0.4052	2.802883901
2	2168	2.850719998	0.4699	1.527522067
2	2169	0.609727912	0.4281	1.4044901
2	2170	0.980840704	0	0.423835828
2	2171	0.592646633	0	0.136536745
2	2172	0.739677908	0	0.369193159
2	2173	1.809267567	0.2061	2.700246697
2	2174	0.28657785	2.745	1.436281782
2	2175	2.683542953	2.484	1.806415869
2	2176	2.043975812	1.3427	0.884199271
2	2177	0.060227183	0.5091	0.406054709
2	2178	0.648224383	0.088	1.198312219
2	2179	0.432181993	0.0811	1.231569086
2	2180	0.709020302	0.0076	0.048516043
2	2181	0.664508238	2.5463	1.40920167
2	2182	2.002727861	1.1656	0.189067198
2	2183	0.89159207	0	2.852641373
2	2184	1.243947808	0	1.30497763
2	2185	1.495538642	0	1.845078728
2	2186	0.148432618	0	0.375097865
2	2187	1.155672715	0.0622	1.506657745
2	2188	1.775674206	0.0993	2.051980394
2	2189	0.613644091	0.0222	0.455526155
2	2190	2.114625116	0	0.124452381
2	2191	0.965891894	0.928	0.960813905
2	2192	2.99852919	0	2.180267833
2	2193	0.251782477	0	2.736734287
2	2194	1.052886183	0.0053	2.946226022
2	2195	2.903688815	0.2965	1.126103386
2	2196	1.603324506	0	2.462205443
2	2197	0.500211659	0	0.966298328
2	2198	1.352507674	0	0.740560407
2	2199	1.313465496	0	0.834443676
2	2200	0.346983103	0	1.912405685
2	2201	0.923340885	0	0.859726129
2	2202	2.360444592	0	1.889715787
2	2203	2.757895071	0	1.775692718
2	2204	1.209594804	0.151	2.396833828
2	2205	2.698458327	0.8389	1.288024217
2	2206	2.800151765	0.5304	2.789131744
2	2207	0.855285633	0.4699	0.739982315
2	2208	2.183045639	0.2198	0.688410749
2	2209	0.440271449	0.6816	1.908440303
2	2210	1.138551217	1.1427	2.310500063
2	2211	0.113614859	1.2185	0.951165111
2	2212	2.518235107	0.8913	1.149391326
2	2213	2.29122201	0.4043	0.372660012
2	2214	2.777882127	0.41	2.594832746
2	2215	0.366261882	0.3784	1.296747362
2	2216	2.056191253	0.0603	2.615927505
2	2217	0.700532217	0.008	2.074373564
2	2218	2.47595586	0.0157	1.837845201
2	2219	0.536780172	0.6654	2.183529421
2	2220	1.430112521	0.0467	0.516916757
2	2221	0.88360014	0.6921	0.0509473
2	2222	0.612915784	1.153	1.659278371
2	2223	2.701722261	1.646	0.962977581
2	2224	1.706946405	2.1661	1.83037511
2	2225	2.617285187	1.7854	1.837546676
2	2226	1.49256545	1.1111	2.178284152
2	2227	0.155620132	1.3288	0.237409365
2	2228	1.876695799	1.262	1.999527384
2	2229	0.212633522	0	1.515792532
2	2230	1.754206161	0.2617	2.828128651
2	2231	2.08674329	0	0.664426475
2	2232	1.446488317	0	1.52072115
2	2233	0.5381155	0	1.435750593
2	2234	2.364582971	0.7723	1.374763023
2	2235	1.96793508	2.2482	1.25727559
2	2236	0.374155484	3.5861	1.026184113
2	2237	0.221022286	0.6393	2.950733926
2	2238	2.351166548	1.5931	0.932299203
2	2239	1.06322898	0	0.719929629
2	2240	1.029063706	0	0.783451153
2	2241	0.258253233	0	0.501111082
2	2242	1.595183571	0.429	0.670217804
2	2243	2.673561972	0.4087	1.654716455
2	2244	1.117773244	0.5245	1.093212054
2	2245	0.24462071	1.5712	2.610502726
2	2246	2.668949717	2.4764	1.320514566
2	2247	1.920514075	2.5026	1.518534573
2	2248	1.195053184	2.7094	1.072211996
2	2249	1.704877173	3.4308	2.278215401
2	2250	2.966706432	1.1072	1.938341724
2	2251	0.26143504	1.1026	0.122071471
2	2252	0.968816694	0.4699	2.152117328
2	2253	2.685518432	0	0.517032808
2	2254	2.685176688	0	2.227440409
2	2255	2.161050701	0.4699	2.772384228
2	2256	1.028496718	0.438	1.567587129
2	2257	2.343467395	2.7145	0.771082337
2	2258	1.876389334	3.9792	1.71565051
2	2259	1.885813015	3.323	2.226879499
2	2260	1.483116063	2.2875	2.656025399
2	2261	0.234095483	0.5328	0.042769112
2	2262	0.307483764	0	1.302611002
2	2263	1.403608322	0.0038	1.516625884
2	2264	2.711958049	0.0024	0.005971535
2	2265	0.836848037	0	0.034327636
2	2266	0.185924399	0	2.333854654
2	2267	2.694806201	0	0.478081099
2	2268	1.251453407	0	1.045522375
2	2269	1.752171815	0	2.879359382
2	2270	0.243152798	0.6756	1.433615657
2	2271	2.282694607	1.8184	2.217472581
2	2272	0.491141343	2.8406	2.862061157
2	2273	0.195277054	0.2198	1.49418238
2	2274	0.814040967	2.8322	1.140630848
2	2275	0.402500366	3.8647	1.954961071
2	2276	0.415285964	4.1957	0.596204733
2	2277	2.2796606	4.1962	2.542712048
2	2278	2.041542075	4.0044	0.717081789
2	2279	0.07719393	3.4562	1.75368022
2	2280	2.761912332	1.8926	0.895057999
2	2281	0.649937823	0.4699	0.594445172
2	2282	0.455041932	1.5472	1.661596465
2	2283	0.667743002	1.1506	0.876947929
2	2284	1.555370477	0.6654	0.253059301
2	2285	1.756820801	0.6859	1.808425474
2	2286	0.64143545	0.2198	1.527835771
2	2287	2.185376071	0.2812	1.129261386
2	2288	0.408929682	0	2.177413045
2	2289	1.459896081	0.1468	1.329312267
2	2290	2.841968563	0.5001	2.123189604
2	2291	0.798760832	0	0.869338156
2	2292	0.901552983	5.00E-04	2.105351031
2	2293	2.990714492	0	1.363289363
2	2294	0.756950044	0	0.385755489
2	2295	1.775236084	0	2.083827328
2	2296	1.233273406	0.1402	0.598810549
2	2297	1.703117435	0.071	0.764226837
2	2298	2.030965282	0	1.042772536
2	2299	2.592008361	0	2.200733554
2	2300	1.709346192	0.0044	2.134975957
2	2301	0.76122087	0.0035	1.657907421
2	2302	1.960945489	0.4729	1.653358615
2	2303	1.040731675	0.4699	1.997509205
2	2304	0.637071027	3.519	0.281277042
2	2305	1.654360763	5.9162	1.706436192
2	2306	1.807753028	6.6802	0.050419316
2	2307	1.975729651	4.9161	1.89389985
2	2308	0.717813866	0.7148	0.299023452
2	2309	1.943463204	4.1069	0.947914532
2	2310	0.002617185	5.0339	0.246929298
2	2311	0.849274026	4.9943	1.966431074
2	2312	0.384005449	3.6718	0.350260978
2	2313	2.024145608	2.4248	0.102485673
2	2314	1.175110121	4.5939	2.173626378
2	2315	2.267930724	3.548	0.362827263
2	2316	0.066268089	0	2.357101408
2	2317	1.594822887	6.5677	1.778332445
2	2318	0.299119625	8.5365	2.564045293
2	2319	2.652255372	5.475	2.480853324
2	2320	2.726413863	0.008	1.778110153
2	2321	0.883897836	2.7956	0.761350845
2	2322	0.45594152	2.8857	0.03974849
2	2323	2.821690009	0.2257	2.955188752
2	2324	2.721954849	0	1.778839583
2	2325	0.798428634	0	0.071508217
2	2326	1.155426977	1.3001	0.600415274
2	2327	1.863884074	0.6106	1.431848141
2	2328	2.921997707	0	0.756219173
2	2329	0.817322623	0	1.841783777
2	2330	1.350633276	0.5289	1.911865184
2	2331	1.969760748	0.7001	0.258702195
2	2332	0.702912317	0.5036	1.081054741
2	2333	1.598316837	0.5766	1.417304797
2	2334	1.709330106	0.5971	2.333801946
2	2335	2.721972541	0.3648	2.503131186
2	2336	0.842232839	0.3084	0.37914381
2	2337	2.147093071	0.461	0.174764963
2	2338	1.103742635	0	1.381235251
2	2339	1.744627701	0	2.943408647
2	2340	2.502950951	0.6758	2.11597132
2	2341	0.430143507	0.4876	0.946579212
2	2342	2.929105637	0.0029	1.597314539
2	2343	0.521037761	0.0033	1.186407441
2	2344	1.402823543	0.001	1.234665142
2	2345	1.156807816	0.0859	2.362795189
2	2346	1.205659525	0.0974	1.014569934
2	2347	1.344438435	0.1014	2.350991423
2	2348	2.871123465	0.6199	0.099275002
2	2349	2.390663539	0.9075	2.486900639
2	2350	1.032929925	0.6842	0.381373756
2	2351	2.412764877	0.6871	2.237419577
2	2352	1.771112924	0.681	0.680579151
2	2353	1.492701169	0.7188	0.264020645
2	2354	1.760588905	0.9814	0.161036563
2	2355	2.676516725	1.0336	1.574409678
2	2356	1.311080793	0.8829	2.074358112
2	2357	2.557465875	0.7018	1.293713224
2	2358	1.035658474	0.711	1.045861445
2	2359	1.217389224	0.8498	2.871526999
2	2360	0.15921611	0.8318	2.996523894
2	2361	1.283840073	0.9142	0.503640105
2	2362	2.687643219	0.3498	0.6464999
2	2363	2.923048181	0	2.130583318
2	2364	1.372463257	0	1.171961748
2	2365	2.090452476	0.4087	2.961812962
2	2366	2.622641153	0.3995	2.117262156
2	2367	0.781411382	0.6914	0.536320504
2	2368	2.820716169	1.112	1.017335899
2	2369	0.695068968	1.1676	0.719267
2	2370	2.009783171	0.968	1.752812588
2	2371	1.048686889	1.0169	2.052542633
2	2372	2.512510759	0.3528	1.759343589
2	2373	0.145006142	0	0.353920698
2	2374	1.891228997	1.9794	1.614296354
2	2375	1.285302684	1.2634	1.487487957
2	2376	1.762020692	0.7585	1.035891355
2	2377	0.68695434	3.9421	1.827610943
2	2378	0.789717377	0	0.59839233
2	2379	0.707593513	0	0.041380948
2	2380	1.737790494	0	0.415576206
2	2381	1.312132184	0.5248	2.171194484
2	2382	2.818056591	0.7986	0.390466422
2	2383	0.917021593	1.7201	1.353179061
2	2384	2.851290222	0.268	0.462775358
2	2385	1.798813321	0.0829	1.151786099
2	2386	1.15755555	0	0.844391407
2	2387	1.747153235	0.165	1.44215557
2	2388	1.967195182	0.5321	2.673970261
2	2389	2.31447666	0.4457	0.220014803
2	2390	0.259429507	1.4392	2.939291209
2	2391	2.594608644	0.2631	0.481103981
2	2392	1.488184762	0	2.594214792
2	2393	2.018538061	0	1.542235264
2	2394	0.438158933	0	1.171015617
2	2395	1.970161127	2.6367	2.340808995
2	2396	1.279571173	0	2.427229238
2	2397	2.351329963	0.9767	1.710660284
2	2398	2.718772141	0.7298	0.481142559
2	2399	0.974377344	0.938	2.846720346
2	2400	0.475387255	0	1.667913699
2	2401	1.295467765	0	1.708401973
2	2402	1.060457308	0.0619	2.312527051
2	2403	8.01979E-05	0	2.191564463
2	2404	1.380551523	0	2.732185134
2	2405	2.643350396	0	1.864106694
2	2406	0.47249495	0.054	0.985896921
2	2407	0.819423686	0.452	1.968794631
2	2408	1.869684475	1.3711	0.142546892
2	2409	2.423709584	1.3561	0.661880244
2	2410	1.177440063	1.2164	1.292404685
2	2411	1.855577758	0.7204	2.128741453
2	2412	2.602043364	0.1015	2.439052785
2	2413	0.224580822	0	0.471111023
2	2414	0.360271855	0	0.020202864
2	2415	0.409968811	0	1.7686881
2	2416	2.84184398	0.4698	0.675227965
2	2417	0.458576179	0.4957	1.547225627
2	2418	2.657847259	1.0952	0.738734395
2	2419	1.703216599	0.6374	1.065949205
2	2420	2.618847009	0.6199	2.289653429
2	2421	1.527361213	1.2456	0.375234635
2	2422	1.019853056	0.5043	1.16677507
2	2423	0.01839015	0.2258	2.646121288
2	2424	0.407299127	0.3742	0.029070318
2	2425	0.182204649	0.5976	1.38772694
2	2426	1.563782434	0.8271	2.921098864
2	2427	2.436987102	1.1361	1.538031376
2	2428	2.105508737	0.9897	2.983879569
2	2429	1.336238076	0.6829	0.605426397
2	2430	1.374228841	0.7095	0.4969655
2	2431	0.04158121	1.3367	2.313080663
2	2432	0.169720039	0.6089	2.877515851
2	2433	2.566971966	0.2186	2.75304376
2	2434	2.097134713	0.0045	0.61820061
2	2435	2.662280481	0.3766	1.61731187
2	2436	2.346553111	0.2723	1.75366966
2	2437	2.433009259	0.2921	1.285400774
2	2438	1.231626708	1.5628	0.81973322
2	2439	1.743323229	2.4059	1.652566191
2	2440	0.303423048	2.4412	0.226100055
2	2441	2.17539038	0.6902	2.641915085
2	2442	2.726553257	0.4652	1.990996286
2	2443	0.282110367	1.9549	1.892516435
2	2444	1.683012352	0.4699	0.716538157
2	2445	2.418684032	1.9972	1.084662027
2	2446	1.544466892	3.8266	1.035272805
2	2447	0.92285245	1.2638	2.590894015
2	2448	0.377732821	0.7556	1.505313758
2	2449	2.08143341	0	1.280994512
2	2450	1.928584956	0	0.272246749
2	2451	2.468189639	0.8382	1.378430921
2	2452	0.963207496	1.2512	1.036773781
2	2453	2.77922449	0.3353	1.636165699
2	2454	2.124285802	0.0034	0.638883198
2	2455	0.464091481	0.4699	2.748523915
2	2456	2.223770037	1.1673	2.531831307
2	2457	0.478340019	2.6942	0.139898129
2	2458	0.783571383	1.0105	0.578357075
2	2459	1.360498345	0.3221	0.91183513
2	2460	2.006322333	0	2.812424045
2	2461	0.981836019	0	2.805600425
2	2462	1.48435983	0.2823	2.629682178
2	2463	0.637834164	0.6336	0.129855773
2	2464	1.043995141	2.6603	0.759004484
2	2465	2.069974125	2.00E-04	1.800583408
2	2466	0.940859051	0.1879	2.547730605
2	2467	2.910439243	0.3051	1.860227921
2	2468	1.3376282	1.029	2.036375873
2	2469	0.647783356	3.4875	0.930073481
2	2470	2.329507228	3.0422	2.599545915
2	2471	1.368581538	1.2867	1.884666993
2	2472	0.663730062	4.7877	2.464066171
2	2473	1.186215644	0.6782	1.602158492
2	2474	0.158677379	0.0064	1.568057329
2	2475	0.029663409	0	2.201552146
2	2476	2.84027805	0.4699	0.142357551
2	2477	0.858901106	1.1235	1.142459378
2	2478	0.643717696	2.5176	0.78299015
2	2479	2.812888012	2.1709	1.160631362
2	2480	0.772312462	1.3603	1.023204501
2	2481	2.843271368	3.9416	2.700905365
2	2482	2.08764696	0	0.545421314
2	2483	1.224000932	0.0188	2.870026742
2	2484	1.554334616	0.1945	0.034262268
2	2485	0.909550348	1.5915	1.446427344
2	2486	2.925573604	1.1673	1.948958079
2	2487	2.122299079	0.4392	0.524687877
2	2488	1.757790973	1.8179	1.045462982
2	2489	1.363065546	2.27	1.224664495
2	2490	0.001051053	1.5655	1.613923036
2	2491	2.155472833	1.3158	0.474216392
2	2492	2.691872514	0.6785	1.441461235
2	2493	1.021545457	0.2631	1.130261309
2	2494	2.835922719	0	0.967969111
2	2495	0.279926633	0.1632	2.348672459
2	2496	2.334661695	0.5049	2.0870727
2	2497	1.080614507	0.0923	0.47722629
2	2498	2.652525507	0	2.536032927
2	2499	1.080971937	0.3374	0.660463362
2	2500	0.467090079	0.4699	0.720472294
2	2501	2.514088646	0	2.248683116
2	2502	2.740775426	0	2.734529401
2	2503	2.451198258	0	1.488249374
2	2504	1.36226313	0.4811	0.470611631
2	2505	1.839264293	0.5291	2.608074595
2	2506	1.854741726	2.09	1.187546574
2	2507	2.357308633	3.8502	2.817160418
2	2508	1.50450055	2.2735	2.659801401
2	2509	0.11230393	2.9212	0.808921875
2	2510	0.022270616	0.6776	0.287300523
2	2511	2.324656863	0.7739	2.99032522
2	2512	0.053255971	0	2.730829635
2	2513	0.747282405	0	2.306122853
2	2514	0.85284328	1.8319	2.895055675
2	2515	1.406991158	2.5164	2.020310711
2	2516	2.130558724	1.33	0.927418881
2	2517	2.127407189	0.9199	0.060118698
2	2518	2.327061628	0	2.564860688
2	2519	0.842404417	0	0.105012039
2	2520	0.43914256	2.1948	1.554773966
2	2521	0.927207245	0.7988	1.976428969
2	2522	1.928428252	2.612	0.028399413
2	2523	0.669826891	0.9397	0.812725769
2	2524	2.881511214	0	2.856476481
2	2525	2.187374244	1.6532	2.632861125
2	2526	2.477745768	1.2321	1.530365918
2	2527	1.023133013	4.1277	1.43111742
2	2528	2.398035644	0.4699	2.165609269
2	2529	2.716497945	4.6992	1.57323305
2	2530	1.930875828	7.3845	1.57855245
2	2531	2.285689439	7.5829	0.137761164
2	2532	0.246080041	6.8768	0.26747308
2	2533	1.530399199	4.8453	2.160955901
2	2534	0.163374551	1.5262	1.888310415
2	2535	2.796326654	0.4848	1.186189824
2	2536	1.317287696	0.7809	2.587698317
2	2537	1.516731635	2.0549	0.829848671
2	2538	1.712397506	1.18	1.969770059
2	2539	1.631675298	0.7151	1.366153274
2	2540	1.040378512	1.2443	1.370803613
2	2541	0.388682048	0.962	2.384922981
2	2542	2.220188853	0.9483	2.939364865
2	2543	2.283780858	0.2075	2.621837823
2	2544	2.335330616	0	2.690972955
2	2545	0.782794627	0.2849	0.488776135
2	2546	0.475139125	0	2.230002949
2	2547	2.821705633	0.179	1.500027584
2	2548	2.060813374	0.0095	1.391453094
2	2549	1.405740415	0	2.003418246
2	2550	1.881208518	0	2.67421579
2	2551	0.364050189	0	0.479750862
2	2552	1.692620328	0	2.985051176
2	2553	2.2644809	0.5861	2.223916272
2	2554	2.349752871	1.5734	1.155863151
2	2555	1.621195366	0	0.159116788
2	2556	1.805186901	0.0011	1.615415468
2	2557	2.159212671	0	0.658589735
2	2558	2.216709685	0.3184	1.796549249
2	2559	0.23970968	0	1.675312032
2	2560	1.359438749	0	0.691308303
2	2561	1.999359487	0.6151	2.530880001
2	2562	2.86382383	2.364	1.446305066
2	2563	1.353252367	0.6725	2.530322257
2	2564	1.702765945	0	0.849643568
2	2565	2.017139777	2.00E-04	1.559562815
2	2566	2.227639755	1.2045	0.226558258
2	2567	0.827726113	9.9711	2.156345726
2	2568	1.212845659	13.3366	0.647512883
2	2569	0.718809324	9.371	0.265986866
2	2570	0.533418627	3.973	2.769193446
2	2571	1.950995326	0.6954	1.081506776
2	2572	2.126071479	0	0.902402755
2	2573	2.701268438	0	1.318397116
2	2574	1.068137187	0	1.362506856
2	2575	2.637011294	0	2.332913103
2	2576	1.309679083	0	2.998027717
2	2577	2.375019694	0	2.78051342
2	2578	0.945392281	0.0705	2.001138242
2	2579	0.546790514	1.0503	1.057164502
2	2580	2.357130218	1.2548	0.449190499
2	2581	0.277063183	1.1332	1.359477861
2	2582	0.560202667	0.4699	1.395041237
2	2583	1.462728192	0.4608	0.985032908
2	2584	0.562510744	0.1443	0.105850938
2	2585	1.482515502	0	1.918436453
2	2586	0.652453566	0	0.73621477
2	2587	0.753030614	0	0.966244697
2	2588	0.929112666	0.0101	0.611149136
2	2589	0.530473766	0	2.908443789
2	2590	1.212922713	0.452	2.325928189
2	2591	0.573612495	0	1.311646656
2	2592	0.345772627	0	0.219062969
2	2593	1.644773399	0	2.863450553
2	2594	1.572112231	0	1.708531196
2	2595	1.243440385	0	0.071817288
2	2596	0.507171139	0	0.34140973
2	2597	1.183401504	0	2.736707433
2	2598	0.463947524	0	1.795535139
2	2599	0.554046904	0.01	2.301122659
2	2600	1.171006909	0.2601	0.771748083
2	2601	2.692204564	0	2.65457114
2	2602	1.374151512	0.4176	2.519873841
2	2603	0.811099039	4.3543	2.627008895
2	2604	1.029096193	4.3366	0.273475638
2	2605	2.735615573	2.2936	2.888490824
2	2606	0.474386618	0	0.184296796
2	2607	2.725184661	0	0.703583983
2	2608	1.570650967	0.1599	1.204284661
2	2609	1.901996844	0.5082	0.879577628
2	2610	1.113614048	1.1307	0.155362754
2	2611	0.525287771	0.5397	1.086431106
2	2612	0.481937446	1.0703	2.681503172
2	2613	1.730141347	0.6114	2.198790583
2	2614	1.760433983	3.5217	1.623035944
2	2615	0.163711522	4.2577	2.042879271
2	2616	2.555844278	2.9997	2.498882321
2	2617	0.384114328	0.6042	2.427224312
2	2618	0.857478153	1.5085	0.281258273
2	2619	0.442582787	1.2204	2.151725585
2	2620	0.700898788	1.4676	1.487255097
2	2621	0.193064725	6.3398	0.51255651
2	2622	1.879800048	0	1.582813355
2	2623	0.697523328	1.6593	1.438927093
2	2624	1.126039057	1.365	2.188425828
2	2625	0.484802613	1.4446	0.911803605
2	2626	0.974188252	3.9548	0.323635053
2	2627	1.027813726	3.9405	2.715352055
2	2628	2.788903281	1.0227	0.429184795
2	2629	1.860924269	3.5017	2.943488281
2	2630	0.728403866	0.1497	2.817466429
2	2631	2.77062498	0.4086	0.984193622
2	2632	0.095084407	2.1399	1.238442845
2	2633	1.441191232	4.4754	1.935876295
2	2634	2.623943523	5.0137	0.422946495
2	2635	0.723742943	4.3588	1.66064891
2	2636	2.668232646	2.9489	1.165787612
2	2637	2.671269438	2.4852	0.918021223
2	2638	0.469812467	2.8162	1.412109818
2	2639	1.310743593	2.1503	2.304506461
2	2640	1.149896397	3.6939	1.640768878
2	2641	1.078621273	0	2.364155356
2	2642	0.407062847	0	1.382555375
2	2643	1.542281057	1.00E-04	0.853628599
2	2644	1.128441798	0	0.633135083
2	2645	0.629596033	0.1429	1.918012859
2	2646	1.344915577	0	0.353888931
2	2647	0.467877473	0.4699	1.549895422
2	2648	1.951640577	0.4057	2.292448895
2	2649	0.124938915	1.1033	2.697318848
2	2650	1.627295317	0.9545	0.254770777
2	2651	1.610556763	0.7259	1.761119527
2	2652	0.441441742	2.3051	0.3352917
2	2653	2.209710585	3.573	0.66629409
2	2654	1.58255174	0.4713	0.835526656
2	2655	0.387758209	1.1626	1.663184407
2	2656	0.467859369	0.3924	1.046752803
2	2657	1.708018875	0	1.893925031
2	2658	2.31547148	0	0.106833558
2	2659	0.073197766	2.1654	1.455175367
2	2660	2.84605064	1.6511	2.142387188
2	2661	1.805867258	5.8205	0.06476247
2	2662	0.257527396	6.3074	2.49949318
2	2663	0.973822913	4.017	0.776371751
2	2664	0.788628173	2.6753	0.184633339
2	2665	1.983871983	2.0347	1.83923648
2	2666	0.313353989	3.6143	0.107765549
2	2667	0.155150116	3.8866	0.900279377
2	2668	2.452925378	3.1656	2.047188813
2	2669	1.593665646	0.5212	1.78355836
